	id	key	label	domain	nes	num_domains
1168	1168	GNPTAB	764	5	0.8771564659178448	1.0
1169	1169	RC3H2	2880	0	-0.0	0.0
1170	1170	GOLGA7	763	0	-0.0	0.0
1171	1171	CREB1	2879	20	1.3663336822656789	2.0
1172	1172	PATZ1	2878	21	1.6417684419511176	1.0
1173	1173	EIF4H	836	20	4.494692056200507	4.0
1174	1174	IRS1	2877	26	1.9976361338696724	2.0
1175	1175	GNAS	760	26	1.1292793034259363	2.0
1176	1176	USP42	2876	26	1.9976361338696724	2.0
1177	1177	ZMAT4	2875	26	1.9976361338696724	2.0
1178	1178	PPIA	2874	26	1.9976361338696724	2.0
1179	1179	C7orf25	2873	26	1.9976361338696724	2.0
1180	1180	NPPC	2872	26	1.9976361338696724	2.0
1181	1181	PIP4K2A	2871	26	1.1292793034259363	2.0
1182	1182	GOT1	759	27	1.1355168399492674	5.0
1183	1183	ILKAP	2870	26	1.1292793034259363	2.0
1184	1184	PRKCQ	2869	26	1.1292793034259363	2.0
1185	1185	FAM208B	2868	26	1.1292793034259363	2.0
1186	1186	GNL1	2867	26	1.1292793034259363	2.0
1187	1187	HK1	2866	26	1.1292793034259363	2.0
1188	1188	GPBP1L1	2865	5	3.06756461814518	2.0
1189	1189	GPBP1	758	5	2.938082093395963	2.0
1190	1190	FKRP	2864	9	10.59932285107355	5.0
1191	1191	GPR107	757	11	3.653181571402079	13.0
1192	1192	OR1N2	2863	9	10.59932285107355	5.0
1193	1193	MANBA	2862	9	10.59932285107355	5.0
1194	1194	SIGLEC12	2861	9	10.59932285107355	5.0
1195	1195	KCNIP1	2860	9	10.59932285107355	5.0
1196	1196	GALR1	2859	9	10.59932285107355	5.0
1197	1197	HRASLS5	2858	9	10.134372809474685	4.0
1198	1198	GOLGA1	755	9	10.493134664738994	9.0
1199	1199	MIF4GD	2857	9	10.134372809474685	4.0
1200	1200	WNT11	2856	9	10.134372809474685	4.0
1201	1201	SLC35A1	2855	9	10.134372809474685	4.0
1202	1202	POLR3D	2854	11	4.971495134707799	7.0
1203	1203	GBF1	753	11	4.753192201243918	15.0
1204	1204	THOC5	2853	11	5.170948016012051	6.0
1205	1205	RAB21	2852	14	3.998226483527885	10.0
1206	1206	CDCA5	2851	24	6.438976437654016	37.0
1207	1207	GSG2	749	24	17.474869639107062	48.0
1208	1208	STAG1	2850	24	6.438976437654016	37.0
1209	1209	UPF2	2849	29	0.96991372882246	0.0
1210	1210	HADHA	744	29	3.7135330259128914	3.0
